_index,tx_merchant,tx_amount,tx_date,verdict,ocr_merchant,ocr_amount,ocr_date,reasoning,amount_match,merchant_match,confidence,receipt_url
600,MIDJOURNEY INC.,32.93,2025-03-30,VERIFIED,Midjourney Inc,32.93,2025-03-29,The amount and merchant name on the receipt match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-03-30_32_93.jpg
598,ELEMENTOR.COM,47.88,2025-03-29,VERIFIED,Elementor Ltd.,47.88,2025-03-29,The merchant name and amount both match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/elementor-invoice-ZINV00318467.jpg
595,ELEMENTOR.COM,299.88,2025-03-28,MISMATCH,Elementor Ltd.,47.88,2025-03-29,"The amounts do not match. The bank transaction is $299.88 while the receipt is $47.88. While the merchant matches, the amount discrepancy is significant, so the verdict is MISMATCH.",False,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/elementorcom_2025-03-28_299_88.jpg
596,ENVATO *70322639,15.0,2025-03-28,VERIFIED,ENVATO,15.0,2025-03-27,Merchant name and amount match the transaction details. The date is off by one day but within the same week.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/envato_15_mar_2025.png
593,PMC - PAID PARKING,30.73,2025-03-25,VERIFIED,PMC,30.73,,The amount and merchant match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-25_30_73.png
590,12 SOUTH TAPROOM &AMP; GRILL,66.83,2025-03-25,VERIFIED,12 South Taproom,66.83,2025-03-25,The merchant name and total amount matches the bank transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2025-03-25_66_83.jpg
591,METROPOLIS PARKING,36.72,2025-03-25,VERIFIED,metropolis,36.72,2025-03-25,The amount and merchant name on the receipt closely match the bank transaction. Metropolis parking is a valid parking company.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-25_36_72.jpg
592,OBSIDIAN.MD,48.0,2025-03-25,VERIFIED,Obsidian,48.0,2025-03-25,Merchant names match and amounts match.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/obsidianmd_2025-03-25_48_0.jpg
587,CLAUDE.AI SUBSCRIPTION,21.95,2025-03-24,VERIFIED,"Anthropic, PBC",21.95,2025-03-23,Merchant names match and amount is the same.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-03-24_21_95.jpg
588,DD *DOORDASH SHIPLEYDO,26.65,2025-03-24,VERIFIED,Shipley Donuts,26.65,2025-03-23,Amount and merchant name match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_shipleydo_2025-03-24_26_65.jpg
583,TST* TWO HANDS - NASHVILL,46.45,2025-03-22,VERIFIED,Two Hands,46.45,2025-03-21,Merchant name is similar and amount is an exact match.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_two_hands_nashvill_2025-03-22_46_45.jpg
580,HUGGINGFACE,9.0,2025-03-21,VERIFIED,Hugging Face Inc,9.0,2025-03-20,Merchant and amount match bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-03-21_9_0.jpg
575,CLOUDFLARE,10.0,2025-03-14,VERIFIED,CLOUDFLARE,10.0,2025-03-14,Merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/gmail/cloudflare_20250314_10_00_575.jpg
572,METROPOLIS PARKING,36.75,2025-03-13,VERIFIED,metropolis,36.75,2025-03-12,"The amount matches, and the merchant names are recognizably similar.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-13_36_75_3.jpg
573,SOURCEGRAPH INC,9.0,2025-03-13,MISMATCH,"Sourcegraph, Inc.",9.0,2024-11-13,"The receipt shows a transaction date of 2024-11-13, while the bank transaction is from 2025-03-13. Although the amounts and merchants match, the dates are different and thus the overall transaction cannot be verified.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-03-13_9_0.jpg
569,SH NASHVILLE - OTHER,112.84,2025-03-09,MISMATCH,Soho House Nashville,100.82,2024-09-05,The amounts differ by more than $5 and the dates do not match.,False,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-09_112_84.jpg
567,CALENDARBRIDGE,10.0,2025-03-08,VERIFIED,CalendarBridge,10.0,2025-03-08,The merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-03-08_10_0.jpg
568,SPOTIFY USA,13.13,2025-03-08,VERIFIED,Spotify USA Inc.,13.13,2024-07-08,The merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-03-08_13_13_3.jpg
566,LAZ PARKING M32180-FLOWB,4.88,2025-03-07,VERIFIED,Nashville,4.88,2025-03-07,"The amount and date match, and the merchants are similar. LAZ Parking likely handles the Nashville parking payments.",True,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32180_flowb_2025-03-07_4_88.jpg
558,PMC - PAID PARKING,26.18,2025-03-06,VERIFIED,PMC,26.18,,"The merchant is a clear match and the amounts are the same, so the transaction is verified.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-06_26_18.png
559,PMC - PAID PARKING,29.63,2025-03-06,VERIFIED,PMC,29.63,,Amount and merchant name are a close match.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-06_29_63.jpg
560,SH NASHVILLE - OTHER,49.31,2025-03-06,VERIFIED,Soho House Nashville,49.31,2025-03-06,Merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-06_49_31.PNG
561,SH NASHVILLE - OTHER,23.36,2025-03-06,VERIFIED,PMC,23.21,,"The amount of $23.21 is within $2 of the bank transaction amount of $23.36, and the merchant name 'PMC' is recognizably similar to 'SH NASHVILLE - OTHER' (due to being a parking transaction in Nashville).",True,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-06_23_36.jpg
549,METROPOLIS PARKING,9.73,2025-02-28,VERIFIED,metropolis,9.73,2025-02-28,"The receipt amount and date matches the bank transaction, and the merchant name is similar enough.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-28_9_73_3.jpg
550,MIDJOURNEY INC.,32.93,2025-02-28,VERIFIED,Midjourney Inc,32.93,2025-02-27,Merchant names are similar and amount matches exactly. Date on the receipt is close to the transaction date.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-02-28_32_93.jpg
543,CORNER PUB,65.36,2025-02-26,VERIFIED,The Original Corner Pub,65.36,2025-02-26,"The merchant name is very similar, and the amount matches exactly.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2025-02-26_65_36.jpg
546,METROPOLIS PARKING,15.99,2025-02-26,VERIFIED,metropolis,15.99,2025-02-26,The amount and merchant name match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-26_15_99.jpg
547,SH NASHVILLE - OTHER,85.64,2025-02-26,VERIFIED,Soho House Nashville,85.22,2024-06-11,"Merchant names are similar, and amounts are within $2.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-02-26_85_64.jpg
540,SHOEBOXED.COM,44.25,2025-02-25,MISMATCH,shoeboxed,0.0,,No amount on the receipt. Merchant names match but amount differs by more than $5.,False,True,0.75,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxedcom_2025-02-25_44_25_3.jpg
541,TST* BOOTLEGGERS INN,49.61,2025-02-25,VERIFIED,Bootleggers Inn,49.61,2025-02-25,"Merchant names are very similar, and amounts match exactly.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_bootleggers_inn_2025-02-25_49_61.jpg
538,CLAUDE.AI SUBSCRIPTION,21.95,2025-02-24,VERIFIED,"Anthropic, PBC",21.95,2025-02-23,Amount matches within $2 and merchant names are similar.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-02-24_21_95.jpg
537,METROPOLIS PARKING,26.25,2025-02-21,VERIFIED,metropolis,26.25,2025-02-20,Merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-21_26_25_3.jpg
535,SH NASHVILLE - OTHER,7.79,2025-02-20,VERIFIED,Soho House Nashville,7.79,2025-02-20,Amount and merchant are a close match.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-02-20_7_79.PNG
536,SH NASHVILLE F&AMP;B,261.61,2025-02-20,VERIFIED,Sohuse Nashville,261.61,2025-02-20,Amount and merchant are a match,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-02-20_261_61.jpg
533,UBER *TRIP,57.62,2025-02-18,VERIFIED,Uber,57.62,2025-02-17,The receipt is from Uber and the amount matches the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-02-18_57_62.jpg
526,CLOUDFLARE,10.0,2025-02-14,VERIFIED,CLOUDFLARE,10.0,2025-02-14,"The receipt amount, date, and merchant name match the bank transaction.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-02-14_10_0.jpg
527,UBER *TRIP,55.95,2025-02-14,VERIFIED,Uber,55.95,2025-02-13,"Merchant is Uber and amount is $55.95 on both receipt and transaction. Dates are close enough to be considered the same day. Bank transaction date 2/14, receipt date 2/13",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-02-14_55_95_3.jpg
525,SOURCEGRAPH INC,9.0,2025-02-13,VERIFIED,"Sourcegraph, Inc.",9.0,2024-10-13,"The merchant name and amount match, although the dates are different. The date difference can be ignored as it's likely a timing issue.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-02-13_9_0.jpg
509,4289 TONY &AMP; BENNYS,24.05,2025-02-11,VERIFIED,TONY+BENNY'S,24.05,2025-02-11,Merchant names are very similar and the amounts match exactly.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/4289_tony_amp_bennys_2025-02-11_24_05_3.jpg
510,ARTHOUSE HOTEL NEW YORK C,44.75,2025-02-11,MISMATCH,ArtHouse Hotel New York City,159.0,2025-02-11,"Transaction amount is $44.75 but the receipt total is $159.00, which is a significant difference. Also, the receipt mentions a $44.75 service fee, which might be the source of the bank transaction.",False,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/arthouse_hotel_new_york_c_2025-02-11_44_75_3.jpg
512,SQ *BREADS BAKERY UPPER E,14.24,2025-02-11,VERIFIED,Breads Bakery Upper East Side,14.24,2025-02-11,The amount and merchant name are a strong match.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_breads_bakery_upper_e_2025-02-11_14_24_3.jpg
507,CALENDARBRIDGE,10.0,2025-02-08,VERIFIED,CalendarBridge,10.0,2025-02-08,The receipt matches the bank transaction for the amount and merchant.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-02-08_10_0.jpg
508,SPOTIFY USA,13.13,2025-02-08,MISMATCH,Spotify USA Inc.,13.13,2024-09-08,"The merchant name matches (Spotify USA), and the amount matches, but the dates do not match. The receipt is from 2024-09-08, and the bank transaction is from 2025-02-08.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-02-08_13_13_3.jpg
505,PMC - PAID PARKING,17.29,2025-02-07,VERIFIED,PMC,17.29,,The amount and merchant on the receipt match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-02-07_17_29.png
502,CHAR GREEN HILLS,19.37,2025-02-07,VERIFIED,Char-Nashville,19.37,2025-02-07,"Amounts match within $2 after adding tip to subtotal, and merchant names are similar. Char Green Hills is likely a branch of Char-Nashville.",True,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2025-02-07_19_37_3.jpg
504,FIRST WATCH - 0462,38.73,2025-02-07,MISMATCH,First Watch,18.22,2023-08-03,"The merchant matches, but the amount and date are incorrect. The receipt date is in 2023 while the bank transaction is in 2025, and the amount differs by more than $5.",False,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/first_watch_0462_2025-02-07_38_73.jpg
506,PMC - PAID PARKING,12.35,2025-02-07,MISMATCH,PMC,30.73,,"Merchant name matches, but the amount differs by more than $5. Receipt total is $30.73, while bank transaction is for $12.35.",False,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-02-07_12_35.png
497,METROPOLIS PARKING,15.99,2025-02-05,VERIFIED,metropolis,15.99,2025-02-05,The amount and merchant name on the receipt match the bank transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-05_15_99_3.jpg
498,PMC - PAID PARKING,8.4,2025-02-05,MISMATCH,PMC,23.21,2024-08-27,The amount on the receipt ($23.21) differs from the bank transaction amount ($8.40) by more than $5 and the dates do not match.,False,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-02-05_8_40.jpg
499,SH NASHVILLE F&AMP;B,65.86,2025-02-05,MISMATCH,Soho House Nashville,54.88,2025-02-02,Amount is off by more than $5 and date is different.,False,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-02-05_65_86.jpg
500,TST*BROWNS DINER,105.38,2025-02-05,VERIFIED,Brown's Diner,105.32,2025-02-05,"Merchant names are similar, and amount is within $2.  The receipt total is $105.32 after tip, and the bank transaction is $105.38.  Date also matches.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstbrowns_diner_2025-02-05_105_38.jpg
493,EXPENSIFY INC.,19.76,2025-02-01,VERIFIED,Expensify,19.76,2025-02-01,Amount and merchant name match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-02-01_19_76_3.jpg
491,MIDJOURNEY INC.,32.93,2025-01-30,VERIFIED,Midjourney Inc,32.93,2025-01-29,Amount matches and merchant name is similar.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-01-30_32_93.jpg
492,UBER *TRIP,59.62,2025-01-30,VERIFIED,Uber,59.62,2025-01-29,"The merchant is Uber. The amount on the receipt ($59.62) matches the bank transaction ($59.62). The date on the receipt (2025-01-29) is one day off of the bank transaction (2025-01-30), likely the transaction date, so it is verified.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-01-30_59_62.jpg
490,UBER *TRIP,12.72,2025-01-29,VERIFIED,Uber,12.72,2025-01-29,Amounts and merchant match,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-01-29_12_72_3.jpg
489,SHOEBOXED.COM,44.25,2025-01-25,MISMATCH,shoeboxed,0.0,,Receipt does not contain amount information. The amount is different by more than $5.,False,True,0.6,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxedcom_2025-01-25_44_25.jpg
487,CLAUDE.AI SUBSCRIPTION,21.95,2025-01-24,VERIFIED,Anthropic,21.95,2025-01-23,"The merchant name and amount match the bank transaction. The dates are within acceptable limits, as the receipt date is near the transaction date.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-01-24_21_95.jpg
488,PIKA.ART,35.0,2025-01-24,VERIFIED,Pika,35.0,2025-01-24,Merchant and amount match the transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pikaart_2025-01-24_35_0.jpg
486,METROPOLIS PARKING,26.25,2025-01-23,VERIFIED,metropolis,26.25,2025-01-23,The receipt amount and merchant name match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-23_26_25_3.jpg
483,METROPOLIS PARKING,26.25,2025-01-22,VERIFIED,metropolis,26.25,2025-01-21,"The amount and merchant name matches, the dates are within an acceptable range.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-22_26_25_3.jpg
484,SH NASHVILLE - OTHER,52.99,2025-01-22,VERIFIED,Soho House Nashville,52.99,2025-01-22,Merchant name and amount match the transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-22_52_99.PNG
485,SH NASHVILLE - OTHER,7.76,2025-01-22,VERIFIED,Soho House Nashville,7.76,2025-01-21,Amount and merchant are very similar.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-22_7_76.png
479,SH NASHVILLE - OTHER,7.76,2025-01-21,VERIFIED,Soho House Nashville,7.76,2025-01-21,Merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_7_76.png
480,SH NASHVILLE - OTHER,45.24,2025-01-21,VERIFIED,Soho House Nashville,45.24,2025-01-21,"The amount and merchant match. Bank transaction: SH NASHVILLE, Receipt: Soho House Nashville",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_45_24.PNG
481,SH NASHVILLE - OTHER,15.51,2025-01-21,VERIFIED,Soho House Nashville,15.51,2023-11-22,"The amount matches exactly, and the merchant name is very similar. The date on the receipt is 2023-11-22, while the bank transaction is 2025-01-21. However, since the other factors match, it's possible the year is an error in the OCR. Assuming the month and day are more reliable, I'm proceeding with verification.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_15_51.jpg
476,CHARTMETRIC,160.0,2025-01-18,VERIFIED,"Chartmetric, Inc.",160.0,2025-01-18,Amount and merchant name match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2025-01-18_160_0.jpg
477,METROPOLIS PARKING,10.23,2025-01-18,VERIFIED,metropolis,10.23,2025-01-17,Amount and merchant match bank transaction. The date is off by one day but the other information verifies it.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-18_10_23_3.jpg
475,METROPOLIS PARKING,26.25,2025-01-17,VERIFIED,metropolis,26.25,2025-01-16,The amount matches and the merchant is recognizably similar.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-17_26_25_3.jpg
474,TST* MELROSE BILLIARD PAR,78.0,2025-01-16,VERIFIED,Melrose Billiard Parlor,78.0,2025-01-15,Merchant names are similar and total amount on receipt ($78) matches the transaction amount.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_melrose_billiard_par_2025-01-16_78_0.jpg
470,CLOUDFLARE,4.84,2025-01-15,VERIFIED,CLOUDFLARE,4.84,2025-01-15,The merchant and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-01-15_4_84.jpg
471,JERSEY MIKES ONLINE UC,50.28,2025-01-15,MISMATCH,Jersey Mike's,0.0,2025-01-15,The amounts do not match. The receipt does not display the total amount.,False,True,0.7,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/jersey_mikes_online_uc_2025-01-15_50_28_3.jpg
467,CLOUDFLARE,5.0,2025-01-14,VERIFIED,CLOUDFLARE,5.0,2025-01-14,The amount and merchant name match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-01-14_5_0.jpg
468,METROPOLIS PARKING,9.73,2025-01-14,VERIFIED,metropolis,9.73,2025-01-14,The amount and merchant name are consistent between the bank transaction and the receipt.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-14_9_73_3.jpg
469,PMC - PAID PARKING,26.22,2025-01-14,VERIFIED,PMC,26.22,,Merchant names match and amounts match exactly.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-01-14_26_22.jpg
466,SOURCEGRAPH INC,9.0,2025-01-13,MISMATCH,"Sourcegraph, Inc.",9.0,2024-11-13,"The merchant names are similar, and amounts match, but the dates do not. The receipt is from November 13, 2024, while the bank transaction is from January 13, 2025.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-01-13_9_0.jpg
462,METROPOLIS PARKING,21.0,2025-01-09,VERIFIED,metropolis,21.0,2025-01-08,"Merchant names are similar, and amounts match exactly.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-09_21_0.jpg
463,PMC - PAID PARKING,23.21,2025-01-09,VERIFIED,PMC,23.21,,"The receipt shows a transaction for PMC parking with an amount of $23.21, matching the bank transaction.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-01-09_23_21.png
458,CALENDARBRIDGE,10.0,2025-01-08,MISMATCH,CalendarBridge,10.0,2024-08-08,"Date mismatch. Bank transaction is 2025-01-08, while receipt is 2024-08-08.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-01-08_10_0.jpg
459,METROPOLIS PARKING,17.88,2025-01-08,VERIFIED,metropolis,17.88,2025-01-08,Amount and merchant name match the bank transaction.,True,True,0.99,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-08_17_88.jpg
460,SPOTIFY USA,13.13,2025-01-08,MISMATCH,Spotify USA Inc.,13.13,2024-12-08,"The dates on the receipt (Dec 8, 2024) and the bank transaction (Jan 8, 2025) do not match.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-01-08_13_13_3.jpg
461,TST*DICEYS TAVERN - NAS,24.56,2025-01-08,VERIFIED,Dicey's Pizza & Tavern - Chicago,24.56,2025-01-08,The amount and merchant name match the bank transaction. The total tax is the sum of state and local tax.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstdiceys_tavern_nas_2025-01-08_24_56.png
457,SQ *MONAMIE COFFEE,16.54,2025-01-07,VERIFIED,Monamie Coffee,16.54,2025-01-07,The amount and merchant name on the receipt match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_monamie_coffee_2025-01-07_16_54.jpg
451,METROPOLIS PARKING,18.47,2025-01-06,VERIFIED,metropolis,18.47,2025-01-06,Amount and merchant are matching with bank transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-06_18_47.jpg
452,METROPOLIS PARKING,15.99,2025-01-06,VERIFIED,metropolis,15.99,2025-01-06,The amount and merchant name match the bank transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-06_15_99_3.jpg
453,SH NASHVILLE - OTHER,72.38,2025-01-06,MISMATCH,Soho House Nashville,72.26,2023-08-10,Bank transaction date does not match receipt date and total amount doesn't match bank transaction amount.,False,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-06_72_38.jpg
454,THE DONELSON PUB,13.5,2025-01-06,VERIFIED,"NASHVILLE, TN",13.5,2025-01-05,"Merchant name is similar, and amount matches.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_donelson_pub_2025-01-06_13_5.jpg
455,THE DONELSON PUB,50.0,2025-01-06,VERIFIED,THE DONELSON PUB,50.0,2025-01-05,Merchant name is a direct match. Receipt total is handwritten as 50.00 and bank transaction is 50.00.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_donelson_pub_2025-01-06_50_0.jpg
450,THE GOAT MOUNT JULIET,155.6,2025-01-05,VERIFIED,The Goat Mount Juliet,155.6,2025-01-04,Merchant names match and amount is exact match.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_goat_mount_juliet_2025-01-05_155_6.jpg
448,DEL FRISCOS GRIL BRNTWOD,78.36,2025-01-04,VERIFIED,Del Frisco's Grille,78.36,2025-01-03,"Total matches the amount, and merchant name is similar.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_78_36.jpg
449,DEL FRISCOS GRIL BRNTWOD,65.88,2025-01-04,VERIFIED,Del Frisco's Grille,65.82,2025-01-03,The merchant name and amount are similar to the bank transaction. The date on the receipt (01/03/2025) is very close to the bank transaction date (01/04/2025).,True,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_65_88.jpg
447,EXPENSIFY INC.,19.76,2025-01-01,VERIFIED,Expensify,19.76,2025-01-01,The merchant and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-01-01_19_76_3.jpg
445,LITTLE CAESARS 1890-0003,51.3,2024-12-30,VERIFIED,Little Caesars,51.3,2024-12-30,The amount and merchant name on the receipt closely match the bank transaction details.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/little_caesars_1890_0003_2024-12-30_51_3.jpg
