Date,Description,Amount,Category,Receipt URL,Validation Status,Notes
2025-04-12,KIT.COM,$318.28,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1367_kit_2025-04-12_318_27.jpg,verified,Kit (ConvertKit) - Email marketing platform (Monthly)
2025-04-11,METROPOLIS PARKING,$21.00,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1365_metropolis_2025-04-10_21_00.jpg,verified,Parking - Downtown meeting
2025-04-10,SH NASHVILLE - OTHER,$32.44,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1362_soho_house_nashville_2025-04-10_32_43.png,verified,Soho House Nashville - Meeting with Jay Orr (CMHOF)
2025-04-10,TST*GREEN HILLS GRILLE,$217.40,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1363_tst_green_hills_grille_2025-04-10_217_40.jpg,verified_visual,Green Hills Grille - Lunch with Cindy Mabe (UMG)
2025-04-08,CALENDARBRIDGE,$10.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1359_calendarbridge_2025-04-08_10_00.jpg,verified,CalendarBridge - Calendar sync across accounts (Monthly)
2025-04-08,SPOTIFY USA,$13.13,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1360_spotify_usa_2025-04-08_13_13.jpg,verified,Spotify Premium - Music research and industry tracking (Monthly)
2025-04-08,TOPAZ LABS SOFTWARE,$92.19,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1361_topaz_labs_2025-04-08_92_18.jpg,verified,Topaz Labs - AI photo/video enhancement (Monthly)
2025-04-04,SH NASHVILLE - OTHER,$33.74,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/613_soho_house_nashville_2023-09-20_33_31.png,verified,Soho House Nashville - Meeting with Jay Orr (CMHOF)
2025-04-04,METROPOLIS PARKING,$15.15,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1349_metropolis_parking_2025-04-04_15_15.jpg,verified,Parking - Downtown meeting
2025-04-04,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1350_metropolis_parking_2025-02-20_26_25.jpg,verified,Parking - Downtown meeting
2025-04-04,SH NASHVILLE - OTHER,$11.68,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1352_soho_house_nashville_2019-09-19_11_63.jpg,verified,Soho House Nashville - Meeting with Dawn Gates (UMG)
2025-04-04,SH NASHVILLE - OTHER,$37.63,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1353_sh_nashville_other_2025-04-04_37_63.png,verified,Soho House Nashville - Coffee with Mandy Goenner (Taillight)
2025-04-02,ANTHROPIC,$109.75,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1347_anthropic_pbc_2025-04-02_109_75.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2025-04-02,ANTHROPIC,$27.44,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1348_anthropic_pbc_2025-04-02_27_44.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2025-04-01,ANTHROPIC,$27.44,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1344_anthropic_pbc_2025-04-01_27_44.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2025-04-01,EXPENSIFY INC.,$19.76,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1345_expensify_2025-04-01_19_76.jpg,verified,Expensify - Expense tracking and reporting (Monthly)
2025-03-31,METROPOLIS PARKING,$21.00,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1342_metropolis_2025-03-31_21_00.jpg,verified,Parking - Meeting with Brian Loschiavo (Riverside Entertainment)
2025-03-31,SH NASHVILLE F&B,$36.88,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1343_soho_house_nashville_2025-03-15_36_88.jpg,verified,Soho House Nashville - Weekly team check-in
2025-03-30,MIDJOURNEY INC.,$32.93,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1340_midjourney_inc_2025-03-29_32_92.jpg,verified,"Midjourney - Marketing, creative, pitch decks (Monthly)"
2025-03-29,ELEMENTOR.COM,$47.88,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1338_elementor_ltd_2025-03-29_47_88.jpg,verified,Elementor Pro - Website builder for Down Home sites (Monthly)
2025-03-28,ELEMENTOR.COM,$299.88,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/149_elementor_com_2025-03-28_299_87.jpg,verified,Elementor Pro - Website builder for Down Home sites (Monthly)
2025-03-28,ENVATO *70322639,$15.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1336_envato_graphicriver_2025-03-27_15_00.png,verified,Envato Elements - Stock assets and templates (Monthly)
2025-03-25,PMC - PAID PARKING,$30.73,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/148_pmc_parking_2025-03-25_30_73.png,verified,Parking - Houston trip
2025-03-25,12 SOUTH TAPROOM & GRILL,$66.83,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1330_12_south_taproom_2025-03-25_66_82.jpg,verified,12 South Taproom - Dinner with Mark Wallace (Music Supervisor)
2025-03-25,METROPOLIS PARKING,$36.72,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1331_metropolis_parking_2025-03-25_36_71.jpg,verified,Parking - Houston trip
2025-03-25,OBSIDIAN.MD,$48.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1332_obsidian_2025-03-25_48_00.jpg,verified,Obsidian - Note-taking and knowledge management (Monthly)
2025-03-24,CLAUDE.AI SUBSCRIPTION,$21.95,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1327_anthropic_pbc_2025-03-23_21_94.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2025-03-24,DD *DOORDASH SHIPLEYDO,$26.65,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1328_shipley_donuts_2025-03-23_26_64.jpg,verified,Shipleys Donuts - Breakfast while traveling to Holiday Inn
2025-03-22,TST* TWO HANDS - NASHVILL,$46.45,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1323_two_hands_nashvill_2025_03_22__2025-03-22_46_45.jpg,verified,Two Hands Nashville - Brunch with Mandy Goenner (Taillight)
2025-03-21,HUGGINGFACE,$9.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1320_hugging_face_inc_2025-03-20_9_00.jpg,verified,Hugging Face - AI/ML model hosting and development (Monthly)
2025-03-21,METROPOLIS PARKING,$15.99,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1321_metropolis_2024-08-01_15_99.jpg,verified,Parking - Downtown meeting
2025-03-14,CLOUDFLARE,$10.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1315_cloudflare_2025-02-14_10_00.jpg,verified,Cloudflare - CDN and DNS for Down Home websites (Monthly)
2025-03-13,UNCLE JULIO'S BRENTWOOD,$55.91,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/575_uncle_julio_s_brentwood_2025-03-13_55_90.jpg,verified,Uncle Julios Brentwood - Dinner with the Steiners
2025-03-13,METROPOLIS PARKING,$36.75,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1313_metropolis_2025-03-12_36_75.jpg,verified,Parking - Meeting with Danny Sheridan
2025-03-13,SOURCEGRAPH INC,$9.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1314_sourcegraph_inc_2025-03-13_9_00.jpg,verified,Sourcegraph - Code search and intelligence (Monthly)
2025-03-09,SH NASHVILLE - OTHER,$112.84,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1310_soho_house_nashville_2025-03-09_112_84.jpg,verified,Soho House Nashville - Meeting with Jason Ross (Down Home)
2025-03-08,CALENDARBRIDGE,$10.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1308_calendarbridge_2025-03-08_10_00.jpg,verified,CalendarBridge - Calendar sync across accounts (Monthly)
2025-03-08,SPOTIFY USA,$13.13,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1309_spotify_usa_inc_2024-07-08_13_13.jpg,verified,Spotify Premium - Music research and industry tracking (Monthly)
2025-03-07,LAZ PARKING M32180-FLOWB,$4.88,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1307_nashville_2025-03-07_4_87.jpg,verified,Parking - Braintrust meeting
2025-03-06,PMC - PAID PARKING,$26.18,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/147_pmc_parking_2025-03-06_26_17.png,verified,Parking - Braintrust meeting
2025-03-06,PMC - PAID PARKING,$29.63,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1300_pmc_paid_parking_2025-03-06_29_62.jpg,verified,Parking - Braintrust meeting
2025-03-06,SH NASHVILLE - OTHER,$49.31,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1301_soho_house_nashville_2025-03-06_49_31.png,verified,Soho House Nashville - Braintrust meeting
2025-03-06,SH NASHVILLE - OTHER,$23.36,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1302_sh_nashville_other_2025_03_06__2025-03-06_6_00.jpg,verified,Soho House Nashville - Coffee with Kayci Kirwan (CAA)
2025-03-06,TST* JUST LOVE COFFEE - M,$30.92,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1303_just_love_coffee_m_2025_03_06__2025-03-06_30_92.jpg,verified,Just Love Coffee - Pre-Braintrust coffee with Rachel
2025-03-01,EXPENSIFY INC.,$19.76,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/552_expensify_2025-03-01_19_76.jpg,verified,Expensify - Expense tracking and reporting (Monthly)
2025-02-28,METROPOLIS PARKING,$9.73,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1291_metropolis_2025-02-28_9_73.jpg,verified,Parking - Downtown meeting
2025-02-28,MIDJOURNEY INC.,$32.93,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1292_midjourney_inc_2025-02-27_32_92.jpg,verified,"Midjourney - Marketing, creative, pitch decks (Monthly)"
2025-02-26,CORNER PUB,$65.36,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1285_the_original_corner_pub_2025-02-26_65_35.jpg,verified,Corner Pub - Lunch with Bailey White (Black River)
2025-02-26,METROPOLIS PARKING,$15.99,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1288_metropolis_2025-02-26_15_99.jpg,verified,Parking - Meeting with Tyler Stevens (Kinwoven)
2025-02-26,SH NASHVILLE - OTHER,$85.64,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1289_soho_house_nashville_2024-06-11_85_21.jpg,verified,Soho House Nashville - Meeting with Tyler Stevens (Kinwoven)
2025-02-25,SHOEBOXED.COM,$44.25,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1282_shoeboxedcom_2025-02-25_25_44.jpg,verified,ShoeBoxed - Receipt scanning and organization (Monthly)
2025-02-25,TST* BOOTLEGGERS INN,$49.61,DH: Travel Costs - Hotel,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1283_bootleggers_inn_2025-02-25_49_60.jpg,verified,Bootleggers Inn - Content shoot prep
2025-02-24,CLAUDE.AI SUBSCRIPTION,$21.95,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1280_anthropic_pbc_claude_pro_2025-02-23_21_94.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2025-02-21,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1279_metropolis_parking_2025-02-20_26_25.jpg,verified,Parking - Downtown meeting
2025-02-20,SH NASHVILLE - OTHER,$7.79,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1277_atha_mnuae_2025-02-20_7_79.png,verified,Soho House Nashville - Finance call
2025-02-20,SH NASHVILLE F&B,$261.61,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1278_sh_nashville_2025-02-20_261_61.jpg,verified,Soho House - Meeting with Brian Loschiavo (Riverside Entertainment)
2025-02-18,UBER *TRIP,$57.62,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1275_uber_2025-02-17_57_61.jpg,verified,Uber to downtown Nashville - VIP meeting
2025-02-14,CLOUDFLARE,$10.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1268_cloudflare_2025-02-14_10_00.jpg,verified,Cloudflare - CDN and DNS for Down Home websites (Monthly)
2025-02-14,UBER *TRIP,$55.95,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1269_uber_2025-02-13_55_95.jpg,verified,Uber around Nashville/Parkland - meetings
2025-02-13,SOURCEGRAPH INC,$9.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1267_sourcegraph_inc_2025-06-13_9_00.jpg,verified,Sourcegraph - Code search and intelligence (Monthly)
2025-02-11,4289 TONY & BENNYS,$24.05,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1251_tony_bennys_2025-02-11_24_05.jpg,verified,Tony & Bennys - Breakfast during NYC trip
2025-02-11,ARTHOUSE HOTEL NEW YORK C,$44.75,DH: Travel Costs - Hotel,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1252_arthouse_hotel_new_york_city_2025-02-10_159_00.jpg,verified,Arthouse Hotel NYC - Breakfast during NYC trip
2025-02-11,SQ *BREADS BAKERY UPPER E,$14.24,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1254_breads_bakery_upper_east_side_2025-02-11_14_24.jpg,verified,Breads Bakery NYC - Breakfast during NYC meetings
2025-02-08,CALENDARBRIDGE,$10.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1249_calendarbridge_2025-02-08_10_00.jpg,verified,CalendarBridge - Calendar sync across accounts (Monthly)
2025-02-08,SPOTIFY USA,$13.13,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1250_spotify_usa_2025-02-08_13_13.jpg,verified,Spotify Premium - Music research and industry tracking (Monthly)
2025-02-07,PMC - PAID PARKING,$17.29,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/146_pmc_parking_2025-02-07_17_28.png,verified,Parking - Meeting with Brittany Schaffer (Spotify)
2025-02-07,CHAR GREEN HILLS,$19.37,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1244_char_nashville_2025-02-07_19_37.jpg,verified,Char Green Hills - Follow-up lunch with Brittany Schaffer (Spotify)
2025-02-07,FIRST WATCH - 0462,$38.73,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1246_first_watch_0462_2025_02_07_60_2025-02-07_38_72.png,verified,First Watch - Breakfast with Brittany Schaffer (Spotify)
2025-02-07,PMC - PAID PARKING,$12.35,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1248_pmc_paid_parking_2025-02-07_12_34.png,verified_visual,Parking - Meeting with Brittany Schaffer (Spotify)
2025-02-07,FIRST WATCH CAFE,$29.97,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4301_FirstWatch_2025-02-07_29.97.png,verified,First Watch Cafe - Breakfast with Rachel
2025-02-05,METROPOLIS PARKING,$15.99,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1239_metropolis_2025-02-05_15_99.jpg,verified,Parking - Gambler meeting
2025-02-05,PMC - PAID PARKING,$8.40,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1240_pmc_parking_2025-02-05_8_40.png,verified,Parking - Gambler meeting
2025-02-05,SH NASHVILLE F&B,$65.86,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1241_sohb_house_2025-02-05_65_85.png,verified,Soho House Nashville - Gambler project meeting with Rachel
2025-02-05,TST*BROWNS DINER,$105.38,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1242_tst_browns_diner_2025-02-05_105_37.jpg,verified,Browns Diner - Lunch during Gambler project
2025-02-05,APPLE.COM/BILL,$130.60,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4336_apple_apple_developer_program__annua_2025-02-05_130_6.png,verified,Apple - Apple Developer Program (Annual)
2025-02-03,APPLE.COM/BILL,$23.14,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4322_apple_apple_music_family_2025-02-03_23_14.png,verified,Apple - Apple One Monthly
2025-02-01,EXPENSIFY INC.,$19.76,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1235_expensify_2025-02-01_19_76.jpg,verified,Expensify - Expense tracking and reporting (Monthly)
2025-01-30,MIDJOURNEY INC.,$32.93,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1233_midjourney_inc_2025-01-29_32_92.jpg,verified,"Midjourney - Marketing, creative, pitch decks (Monthly)"
2025-01-30,UBER *TRIP,$59.62,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1234_uber_2025-01-29_59_61.jpg,verified,Uber from SoBro meeting to home office
2025-01-29,UBER *TRIP,$12.72,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1232_uber_2025-01-29_12_72.jpg,verified,Uber around Nashville - downtown meeting
2025-01-27,APPLE.COM/BILL,$40.33,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4345_apple_apple_one_premier_2025-01-27_40_33.png,verified,Apple - Apple One Monthly
2025-01-25,SHOEBOXED.COM,$44.25,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1231_shoeboxed_com_2025-01-25_44_25.jpg,verified,ShoeBoxed - Receipt scanning and organization (Monthly)
2025-01-24,CLAUDE.AI SUBSCRIPTION,$21.95,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1229_anthropic_2025-01-23_21_94.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2025-01-24,PIKA.ART,$35.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1230_pika_2025-01-24_35_00.jpg,verified,Pika Art - AI video generation (Monthly)
2025-01-23,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1228_metropolis_2025-01-22_26_25.jpg,verified,Parking - Downtown meeting
2025-01-22,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1225_metropolis_2025-01-21_26_25.jpg,verified,Parking - Meeting with Bill Stapleton
2025-01-22,SH NASHVILLE - OTHER,$52.99,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1226_soho_house_nashville_2025-01-22_52_99.png,verified,Soho House Nashville - Meeting with Bill Stapleton
2025-01-22,SH NASHVILLE - OTHER,$7.76,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1227_soho_house_nashville_2025-01-21_7_75.png,verified,Soho House Nashville - Lunch with Rachel
2025-01-21,SH NASHVILLE - OTHER,$7.76,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1221_soho_house_nashville_2025-01-21_7_75.png,verified,Soho House Nashville - Meeting with Tyler Stevens (Kinwoven)
2025-01-21,SH NASHVILLE - OTHER,$45.24,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1222_soho_house_nashville_2025-01-21_45_24.png,verified,Soho House Nashville - Coffee with Devin Ford (CMA)
2025-01-21,SH NASHVILLE - OTHER,$15.51,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1223_soho_house_nashville_2025-01-21_15_50.jpg,verified,Soho House Nashville - Meeting with Dawn Gates (UMG Nashville)
2025-01-18,CHARTMETRIC,$160.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1218_chartmetric_inc_2025-01-18_160_00.jpg,verified,Chartmetric - Music industry analytics (Monthly)
2025-01-18,METROPOLIS PARKING,$10.23,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1219_metropolis_2025-01-17_10_23.jpg,verified,Parking - Downtown meeting
2025-01-17,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1217_metropolis_2025-01-16_26_25.jpg,verified,Parking - Downtown meeting
2025-01-16,TST* MELROSE BILLIARD PAR,$78.00,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1216_melrose_billiard_parlor_2025-01-15_78_00.jpg,verified,Melrose Billiards - Meeting with Jennifer Vessio
2025-01-15,CLOUDFLARE,$4.84,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1212_cloudflare_2025-01-15_4_83.jpg,verified,Cloudflare - CDN and DNS for Down Home websites (Monthly)
2025-01-15,JERSEY MIKES ONLINE UC,$50.28,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1213_jersey_mikes_online_uc_2025-01-15_50_28.jpg,verified,Lunch for Review Reba terms meeting on January 15.
2025-01-14,CLOUDFLARE,$5.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1209_cloudflare_2025-01-14_5_00.jpg,verified,Cloudflare - CDN and DNS for Down Home websites (Monthly)
2025-01-14,METROPOLIS PARKING,$9.73,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1210_metropolis_2025-01-14_9_73.jpg,verified,Parking - Downtown meeting
2025-01-14,PMC - PAID PARKING,$26.22,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1211_pmc_paid_parking_2025-01-14_26_21.jpg,verified,Parking - Downtown meeting
2025-01-13,SOURCEGRAPH INC,$9.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1208_sourcegraph_inc_2025-01-13_9_00.jpg,verified,Sourcegraph - Code search and intelligence (Monthly)
2025-01-09,METROPOLIS PARKING,$21.00,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1204_metropolis_2025-01-08_21_00.jpg,verified,Parking - Downtown meeting
2025-01-09,PMC - PAID PARKING,$23.21,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1205_stoppingby_2025-01-09_20_00.png,verified,Parking - Downtown meeting
2025-01-08,CALENDARBRIDGE,$10.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1200_calendarbridge_2025-01-08_10_00.png,verified,CalendarBridge - Calendar sync across accounts (Monthly)
2025-01-08,METROPOLIS PARKING,$17.88,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1201_metropolis_2025-01-08_17_87.jpg,verified,Parking - Diceys dinner
2025-01-08,SPOTIFY USA,$13.13,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1202_spotify_usa_2025-01-08_13_13.jpg,verified,Spotify Premium - Music research and industry tracking (Monthly)
2025-01-08,TST*DICEYS TAVERN - NAS,$24.56,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1203_dicey_s_pizza_tavern_chicago_2025-01-08_24_55.png,verified,Diceys Tavern - Dinner with Bill Kelly and Brian
2025-01-07,SQ *MONAMIE COFFEE,$16.54,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1199_monamie_coffee_2025-01-07_16_53.jpg,verified,Mon Amie Coffee - Coffee with Rachel
2025-01-06,METROPOLIS PARKING,$18.47,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1193_metropolis_parking_2025-01-06_18_46.jpg,verified,Parking - Donelson Pub meeting
2025-01-06,METROPOLIS PARKING,$15.99,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1194_metropolis_parking_2025-01-06_15_99.jpg,verified,Parking - Donelson Pub meeting
2025-01-06,SH NASHVILLE - OTHER,$72.38,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1195_sh_nashville_other_2025-01-06_72_37.jpg,verified,Soho House Nashville - Coffee with Devin Ford (CMA)
